,Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property
1919,18/02/2022,"23 RATHBEALE RD, SWORDS, DUBLIN",,Dublin,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment
1920,18/02/2022,"23 TYRCONNELL PARK, INCHICORE, DUBLIN 8",Dublin 8,Dublin,"€368,000.00",No,No,Second-Hand Dwelling house /Apartment
1921,18/02/2022,"233 Trimbleston, Goatstown Road, Goatstown",Dublin 14,Dublin,"€969,163.00",No,Yes,New Dwelling house /Apartment
1922,18/02/2022,"24 Hallwell Avenue, Hallwell, Adamstown",,Dublin,"€348,658.00",No,Yes,New Dwelling house /Apartment
1923,18/02/2022,"26 THE DRIVE, ORLYNN PARK, LUSK",,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment
1924,18/02/2022,"28 MOYLARAGH DR, BALBRIGGAN, DUBLIN",,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment
1925,18/02/2022,"29 CARRICKHILL WALK, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,"€651,000.00",No,No,Second-Hand Dwelling house /Apartment
1926,18/02/2022,"3 JERVIS PLACE, ABBEY ST, DUBLIN 1",Dublin 1,Dublin,"€269,000.00",No,No,Second-Hand Dwelling house /Apartment
1927,18/02/2022,"30 Hallwell Avenue, Adamstown, Lucan",,Dublin,"€352,422.91",No,Yes,New Dwelling house /Apartment
1928,18/02/2022,"31A RICHMOND AVENUE, FAIRVIEW, DUBLIN 3",Dublin 3,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment
1929,18/02/2022,"32 THE AVENUE, WOODPARK, BALLINTEER DUBLIN 16",Dublin 16,Dublin,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment
1930,18/02/2022,"33 HOLYWELL COURT, SWORDS, DUBLIN",,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment
1931,18/02/2022,"34 MALIN HALL, WATERVILLE TERRACE, WATERVILLE DUBLIN 15",Dublin 15,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment
1932,18/02/2022,"35 BRIDGEWATER QUAY, ISLAND BRIDGE, ISLANDBRIDGE",Dublin 8,Dublin,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment
1933,18/02/2022,"358 SOUTH CIRCULAR RD, DOLPHINS BARN, DUBLIN 8",Dublin 8,Dublin,"€715,000.00",No,No,Second-Hand Dwelling house /Apartment
1934,18/02/2022,"36 NEW ROW PLACE, DUBLIN 8",Dublin 8,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment
1935,18/02/2022,"39 BRIGHTON BLOCK, CASTLECOURT, KILGOBBIN WOOD",Dublin 18,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment
1936,18/02/2022,"3C PLEASANTS PLACE, DUBLIN 8",Dublin 8,Dublin,"€740,000.00",No,Yes,New Dwelling house /Apartment
1937,18/02/2022,"4 CHERRYWOOD GROVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment
1938,18/02/2022,"4 NEWBROOK EST, TAYLORS LANE, RAFARTHAMN DUBLIN 16",Dublin 16,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment
1939,18/02/2022,"40 MARTIN SAVAGE PARK, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment
1940,18/02/2022,"41 Parklands Terrace, Parklands, Citywest",Dublin 24,Dublin,"€334,802.00",No,Yes,New Dwelling house /Apartment
1941,18/02/2022,"43 GLENEALY RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€352,000.00",No,No,Second-Hand Dwelling house /Apartment
1942,18/02/2022,"47 LOWER MOUNTTOWN, DUN LAOGHAIRE, MOUNTTOWN",,Dublin,"€768,500.00",No,No,Second-Hand Dwelling house /Apartment
1943,18/02/2022,"47 LOWER MOUNTTOWN, DUN LAOGHAIRE, MOUNTTOWN",,Dublin,"€768,500.00",No,No,Second-Hand Dwelling house /Apartment
1944,18/02/2022,"48 MELVILLE DR, CITYSIDE JAMESTOWN RD, DUBLIN 11",Dublin 11,Dublin,"€242,500.00",No,No,Second-Hand Dwelling house /Apartment
1945,18/02/2022,"49 CHARLEVILLE CLOSE, RATHMINES, DUBLIN 6",Dublin 6,Dublin,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment
1946,18/02/2022,"494 HOWTH RD, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€870,000.00",No,No,Second-Hand Dwelling house /Apartment
1947,18/02/2022,"502 SHELBOURNE PLAZA, RINGSEND RD, DUBLIN 4",Dublin 4,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment
1948,18/02/2022,"53 ST JOHNS WELL WAY, KILMAINHAM, DUBLIN 8",Dublin 8,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment
1949,18/02/2022,"53 THE PARK, ORLYNN PARK, LUSK",,Dublin,"€287,000.00",No,No,Second-Hand Dwelling house /Apartment
1950,18/02/2022,"55 FOXBOROUGH DOWNS, LUCAN, DUBLIN",Dublin 7,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment
1951,18/02/2022,"57 SOUTH CIRCULAR ROAD, DUBLIN 8",Dublin 15,Dublin,"€695,000.00",No,No,Second-Hand Dwelling house /Apartment
1952,18/02/2022,"6 Monterey, Park Avenue, Sandymount",Dublin 4,Dublin,"€1,563,875.00",No,Yes,New Dwelling house /Apartment
1953,18/02/2022,"6 SAINT ESRA CLOSE, KILLESTER AVENUE, DUBLIN 5",,Dublin,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment
1954,18/02/2022,"67 BEECHWOOD AVENUE LOWER, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"€1,140,000.00",No,No,Second-Hand Dwelling house /Apartment
1955,18/02/2022,"68 LANESBOROUGH SQ, CHARLESTOWN, ST MARGARETS DUBLIN 11",Dublin 11,Dublin,"€302,000.00",No,No,Second-Hand Dwelling house /Apartment
1956,18/02/2022,"69 ARNOLD PARK, GLENAGEARY, DUN LAOGHAIRE",,Dublin,"€815,000.00",No,No,Second-Hand Dwelling house /Apartment
1957,18/02/2022,"69 WESTON MEADOWS, LUCAN, DUBLIN",,Dublin,"€360,527.00",No,No,Second-Hand Dwelling house /Apartment
1958,18/02/2022,"7 GLIN DRIVE, COOLOCK, DUBLIN 17",,Dublin,"€147,500.00",Yes,No,Second-Hand Dwelling house /Apartment
1959,18/02/2022,"73 PAKENHAM HOUSE, SPENCER DOCK, DUBLIN 1",Dublin 1,Dublin,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment
1960,18/02/2022,"76 BALLYBOUGH RD, DUBLIN 3, DUBLIN",Dublin 3,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment
1961,18/02/2022,"77 ABBOTSTOWN AVE, FINGLAS, DUBLIN 11",Dublin 11,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment
1962,18/02/2022,"77 PALMER COURT, PALMER RD, RUSH",,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment
1963,18/02/2022,"8 CASIMIR RD, HAROLDS CROSS, DUBLIN 6W",,Dublin,"€945,000.00",No,No,Second-Hand Dwelling house /Apartment
1964,18/02/2022,"8 HAZELWOOD, CRESENT, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment
1965,18/02/2022,"81 MOY HOUSE, CUSTOM HOUSE SQUARE, DUBLIN 1",,Dublin,"€331,341.00",No,No,Second-Hand Dwelling house /Apartment
1966,18/02/2022,"APT 14 BLOCK A, CASTLE ELMS COURT, GREENCASTLE RD DUBLIN 17",Dublin 17,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment
1967,18/02/2022,"APT 1, 2 HERBERTON STREET, RIALTO",Dublin 8,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment
1968,18/02/2022,"APT 1, 21 MARY STREET LITTLE, DUBLIN 7",,Dublin,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment
1969,18/02/2022,"APT 1, 21 MARY STREET LITTLE, DUBLIN 7",,Dublin,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment
1970,18/02/2022,"APT 1, 21 MARY STREET LITTLE, DUBLIN 7",,Dublin,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment
1971,18/02/2022,"APT 1, 21 MARY STREET LITTLE, DUBLIN 7",,Dublin,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment
1972,18/02/2022,"APT 25, NORSEMAN COURT, MANOR ST DUBLIN 7",Dublin 7,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment
1973,18/02/2022,"APT 39 - WESTEND VILLAGE, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment
1974,18/02/2022,"APT 4, 21 MARY STREET LITTLE, DUBLIN 7",Dublin 7,Dublin,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment
1975,18/02/2022,"CASINO LODGE, 8 CASINO DR, MALAHIDE",,Dublin,"€969,163.00",No,Yes,New Dwelling house /Apartment
1976,18/02/2022,"LINDOS, NORTHCLIFF HEIGHTS, SKERRIES",,Dublin,"€640,000.00",No,No,Second-Hand Dwelling house /Apartment
1977,18/02/2022,"NAIRN, 8 GLENVAR PARK, BLACKROCK",,Dublin,"€1,050,000.00",No,No,Second-Hand Dwelling house /Apartment
1978,18/02/2022,"SILVERACRE BUNGALOW, WHITECHURCH RD, RATHFARNHAM",Dublin 14,Dublin,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment
1979,18/02/2022,"SILVERACRE BUNGALOW, WHITECHURCH RD, RATHFARNHAM",Dublin 14,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment
1980,18/02/2022,"SILVERACRE BUNGALOW, WHITECHURCH RD, RATHFARNHAM",Dublin 14,Dublin,"€10,000.00",No,No,Second-Hand Dwelling house /Apartment
1981,21/02/2022,"1 BELLVUE APTS, COOKSTOWN RD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€198,500.00",No,No,Second-Hand Dwelling house /Apartment
1982,21/02/2022,"1 MURRAYS COTTAGES, SARSFIELD RD, INCHICORE DUBLIN 10",Dublin 10,Dublin,"€484,000.00",No,No,Second-Hand Dwelling house /Apartment
1983,21/02/2022,"10 COLEMAN WAY, LUSK VILLAGE, DUBLIN",,Dublin,"€311,000.00",No,No,Second-Hand Dwelling house /Apartment
1984,21/02/2022,"11 ABBOTTS HILL, COAST RD, MALAHIDE",,Dublin,"€1,800,000.00",No,No,Second-Hand Dwelling house /Apartment
1985,21/02/2022,"120 PEARSE STREET, DUBLIN 2",,Dublin,"€333,000.00",No,No,Second-Hand Dwelling house /Apartment
1986,21/02/2022,"13 Hallwell Avenue, Hallwell, Adamstown",,Dublin,"€357,467.62",No,Yes,New Dwelling house /Apartment
1987,21/02/2022,"13 KIMMAGE GROVE, HAROLDS CROSS, DUBLIN 6W",,Dublin,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment
1988,21/02/2022,"13 TERENURE ROAD EAST, RATHGAR, DUBLIN 6",Dublin 6,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment
1989,21/02/2022,"13 TERENURE ROAD EAST, RATHGAR, DUBLIN 6",Dublin 6,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment
1990,21/02/2022,"13 TERENURE ROAD EAST, RATHGAR, DUBLIN 6",Dublin 6,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment
1991,21/02/2022,"132 SHANLISS AVE, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment
1992,21/02/2022,"141 STILLORGAN RD, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"€2,375,000.00",No,No,Second-Hand Dwelling house /Apartment
1993,21/02/2022,"15 WOODLAWN COURT, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment
1994,21/02/2022,"16 ASHFIELD AVE, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"€788,000.00",No,No,Second-Hand Dwelling house /Apartment
1995,21/02/2022,"17 MARKET GREEN OLD, BALBRIGGAN, DUBLIN",,Dublin,"€16,000.00",Yes,No,Second-Hand Dwelling house /Apartment
1996,21/02/2022,"19 PIGEON HOUSE RD, RINGSEND DUBLIN 4, DUBLIN",Dublin 4,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment
1997,21/02/2022,"19 RUSHBROOK WAY, TEMPLEOGUE, DUBLIN 6W",,Dublin,"€537,000.00",No,No,Second-Hand Dwelling house /Apartment
1998,21/02/2022,"2 MOUNT SYMON GREEN, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment
1999,21/02/2022,"2 TRIMLESTON DR, BOOTERSTOWN, DUBLIN",,Dublin,"€837,000.00",No,No,Second-Hand Dwelling house /Apartment
2000,21/02/2022,"219 THE ELMS, CARRINGTON, NORTHWOOD DUBLIN 9",Dublin 9,Dublin,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment
2001,21/02/2022,"234 COLLINS AVE WEST, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,"€715,000.00",No,No,Second-Hand Dwelling house /Apartment
2002,21/02/2022,"27  CASTLELAND  PARK  DRIVE, BALBRIGGAN, COUNTY DUBLIN",,Dublin,"€351,000.00",No,No,Second-Hand Dwelling house /Apartment
2003,21/02/2022,"278 PARKLANDS, NORTHWOOD, SANTRY DUBLIN 9",Dublin 9,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment
2004,21/02/2022,"3 COOLMINE LAWN, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment
2005,21/02/2022,"34 Saint Finians Way, Newcastle",,Dublin,"€348,017.00",No,Yes,New Dwelling house /Apartment
2006,21/02/2022,"36 GRIFFEEN GLEN, BOULEVARD, LUCAN",,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment
2007,21/02/2022,"4 Hollywoodrath Green, Hollystown",Dublin 15,Dublin,"€325,991.19",No,Yes,New Dwelling house /Apartment
2008,21/02/2022,"41 The Barrington, Block 6B  Level 4, Lansdowne Place",,Dublin,"€903,083.70",No,Yes,New Dwelling house /Apartment
2009,21/02/2022,"46 CONNOLLY GARDENS, INCHICORE, DUBLIN 8",Dublin 8,Dublin,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment
2010,21/02/2022,"49 BURNELL PARK AVE, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment
2011,21/02/2022,"49 FAIRWAYS PK, FINGLAS, DUBLIN 11",Dublin 11,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment
2012,21/02/2022,"5 CONNAWOOD WALK, OLD CONNA WOOD, BRAY",,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment
2013,21/02/2022,"5 Fairfield Court, Glasnevin, Dublin 9",Dublin 9,Dublin,"€660,792.00",No,Yes,New Dwelling house /Apartment
2014,21/02/2022,"52 ST JOSEPHS RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment
2015,21/02/2022,"532 NORTH CIRCULAR ROAD, DUBLIN 1",Dublin 1,Dublin,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment
2016,21/02/2022,"56 RUTLAND AVE, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,"€310,000.00",Yes,No,Second-Hand Dwelling house /Apartment
2017,21/02/2022,"56 THIRD AVE SEVILLE PLACE, DUBLIN 1, DUBLIN",Dublin 1,Dublin,"€267,000.00",No,No,Second-Hand Dwelling house /Apartment
2018,21/02/2022,"6 GEORGES PLACE, DUN LAOGHAIRE, DUBLIN",,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment
2019,21/02/2022,"61 MOYNIHAN COURT, MAIN ST, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment
2020,21/02/2022,"61 PALMERSTOWN AVE, PALMERSTOWN, DUBLIN",Dublin 20,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment
2021,21/02/2022,"62 FOXHILL AVE, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,"€407,000.00",No,No,Second-Hand Dwelling house /Apartment
2022,21/02/2022,"62 MELVILLE WAY, MEAKSTOWN, FINGLAS",Dublin 11,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment
2023,21/02/2022,"64 ROEBUCK CASTLE, CLONSKEAGH, DUBLIN 14",Dublin 14,Dublin,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment
2024,21/02/2022,"66 APT ELMFIELD COURT, NINTH LOCH RD, CLONDALKIN",Dublin 22,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment
2025,21/02/2022,"68 TOLKA PROSPECT HILL, FINGLAS, DUBLIN 11",,Dublin,"€97,500.00",No,No,Second-Hand Dwelling house /Apartment
2026,21/02/2022,"7 8 BURLEIGH COURT, BURLINGTON RD, DUBLIN 4",Dublin 4,Dublin,"€995,000.00",No,No,Second-Hand Dwelling house /Apartment
2027,21/02/2022,"7 CLEARWATER COVE, DUN LOAGHAIRE, DUBLIN",,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment
2028,21/02/2022,"7 THE MEWS, ROBSWALL, MALAHIDE",,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment
2029,21/02/2022,"73 THE WATER RILL, WATERSIDE, MALAHIDE",,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment
2030,21/02/2022,"74 CARNEGIE COURT, NORTH ST, SWORDS",,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment
2031,21/02/2022,"75 FOSTERS AVE, MOUNT MERRION, DUBLIN",,Dublin,"€920,000.00",No,No,Second-Hand Dwelling house /Apartment
2032,21/02/2022,"76 TRITONVILLE RD, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,"€1,400,000.00",No,No,Second-Hand Dwelling house /Apartment
2033,21/02/2022,"8 GLENSAVAGE, AVOCA ROAD, BLACKROCK",,Dublin,"€1,726,872.00",No,Yes,New Dwelling house /Apartment
2034,21/02/2022,"8 SOUTH DOCK ST, RINGSEND, DUBLIN 4",,Dublin,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment
2035,21/02/2022,"8 TEMPLE COURT, PALATINE SQUARE, STONEYBATTER",,Dublin,"€500,500.00",No,No,Second-Hand Dwelling house /Apartment
2036,21/02/2022,"9 Copeland place, Howth Road, Clontarf",,Dublin,"€660,793.00",No,Yes,New Dwelling house /Apartment
2037,21/02/2022,"APT 25 TOLKA, PROSPECT HILL, FINGLAS DUBLIN 11",Dublin 11,Dublin,"€97,500.00",No,No,Second-Hand Dwelling house /Apartment
2038,22/02/2022,"1 GRIFFEEN WAY, LUCAN, DUBLIN",,Dublin,"€362,000.00",No,No,Second-Hand Dwelling house /Apartment
2039,22/02/2022,"1 WILLBROOK DOWNS, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment
2040,22/02/2022,"11 NUTGROVE PARK, CLONSKEAGH, DUBLIN 14",Dublin 14,Dublin,"€915,000.00",No,No,Second-Hand Dwelling house /Apartment
2041,22/02/2022,"12 CANNONBROOK PARK, LUCAN, DUBLIN",,Dublin,"€170,000.00",Yes,No,Second-Hand Dwelling house /Apartment
2042,22/02/2022,"12 COPPINGER WOOD, STILLORGAN, DUBLIN",,Dublin,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment
2043,22/02/2022,"12 GLEBE HEIGHTS, NEWCASTLE GLEBE, NEWCASTLE",Dublin 22,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment
2044,22/02/2022,"12 SITRIC RD, STONEYBATTER, DUBLIN 7",Dublin 7,Dublin,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment
2045,22/02/2022,"137 SARSFIELD RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"€292,000.00",No,No,Second-Hand Dwelling house /Apartment
2046,22/02/2022,"15 ALBERT COLLEGE CRESCENT, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment
2047,22/02/2022,"16 KELLYS BAY TIDE, SKERRIES, DUBLIN",,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment
2048,22/02/2022,"16 NEWCASTLE MANOR PARK, NEWCASTLE, DUBLIN",Dublin 22,Dublin,"€332,000.00",No,No,Second-Hand Dwelling house /Apartment
2049,22/02/2022,"18 CASTLEVIEW HEIGHTS, SWORDS, DUBLIN",,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment
2050,22/02/2022,"198 KILLINARDEN EST, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€293,000.00",No,No,Second-Hand Dwelling house /Apartment
2051,22/02/2022,"2 FOSTER PLACE NORTH, NORTH STRAND, DUBLIN 3",Dublin 3,Dublin,"€34,000.00",No,No,Second-Hand Dwelling house /Apartment
2052,22/02/2022,"20 DUNDELA HAVEN, SANDYCOVE, DUBLIN",,Dublin,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment
2053,22/02/2022,"20 Parklands Terrace, Parklands, Citywest",,Dublin,"€334,801.76",No,Yes,New Dwelling house /Apartment
2054,22/02/2022,"21 DANES COURT, CLONTARF RD, DOLLYMOUNT DUBLIN 3",Dublin 3,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment
2055,22/02/2022,"24 THE ANCHORAGE, THE CRESCENT, ROBSWALL",,Dublin,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment
2056,22/02/2022,"275 COLLINS AVE, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,"€641,000.00",No,No,Second-Hand Dwelling house /Apartment
2057,22/02/2022,"28 WESTBROOK LAWN, BALBRIGGAN, DUBLIN",,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment
2058,22/02/2022,"3 ABBEYFIELD, MILLTOWN, DUBLIN 6",Dublin 6,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment
2059,22/02/2022,"30 THE MILL, WEAVERS SQUARE, DUBLIN 8",,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment
2060,22/02/2022,"35 ST MOCHTAS RD, COOLMINE LODGE, CLONSILLA",Dublin 15,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment
2061,22/02/2022,"38 KILMAINHAM BANK, EMMET RD, DUBLIN 8",Dublin 8,Dublin,"€359,000.00",No,No,Second-Hand Dwelling house /Apartment
2062,22/02/2022,"39 PINEBROOK VALE, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment
2063,22/02/2022,"4 HEWARDINE TERRACE, Mountjoy, Dublin 1",Dublin 1,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment
2064,22/02/2022,"40 EATON TERRACE, EATON DR, RATHCOOLE VILLAGE",Dublin 24,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment
2065,22/02/2022,"41 ALLENDALE DR, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€383,000.00",No,No,Second-Hand Dwelling house /Apartment
2066,22/02/2022,"43 SEAFIELD COURT, LOWER MAIN ST, RUSH",,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment
2067,22/02/2022,"43 ST COLUMBA'S ROAD, GREENHILLS, DUBLIN 12",Dublin 12,Dublin,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment
2068,22/02/2022,"48 THORNBERRY SQ, CLONEE, DUBLIN 15",Dublin 15,Dublin,"€251,000.00",No,No,Second-Hand Dwelling house /Apartment
2069,22/02/2022,"49 HAMPTON SQ, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment
2070,22/02/2022,"5 PARSONS COURT, NEWCASTLE, CO DUBLIN",,Dublin,"€266,000.00",No,No,Second-Hand Dwelling house /Apartment
2071,22/02/2022,"51 RATHMINES TOWN CENTRE, RATHMINES RD LOWER, RATHMINES DUBLIN 6",Dublin 6,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment
2072,22/02/2022,"54 STRAND RD, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,"€1,400,000.00",No,No,Second-Hand Dwelling house /Apartment
2073,22/02/2022,"55 HOLYWELL CRESCENT NORTH, SWORDS, DUBLIN",,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment
2074,22/02/2022,"6 WESTBOURNE VIEW, CLONDALKIN, DUBLIN CITY",Dublin 22,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment
2075,22/02/2022,"62 CHERRYWOOD AVE, CLODNALKIN, DUBLIN 22",Dublin 22,Dublin,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment
2076,22/02/2022,"62 MOREHAMPTON RD, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"€1,300,000.00",Yes,No,Second-Hand Dwelling house /Apartment
2077,22/02/2022,"68 LITTLEWOOD, BELARMINE AVE, STEPASIDE DUBLIN 18",Dublin 18,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment
2078,22/02/2022,"74 DODSBOROUGH COTTAGES, LUCAN, DUBLIN",,Dublin,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment
2079,22/02/2022,"8 BEALING VIEW, TYRRELSTOWN, DUBLIN 15",Dublin 15,Dublin,"€325,500.00",No,No,Second-Hand Dwelling house /Apartment
2080,22/02/2022,"8 WENDELL AVE, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,"€625,000.00",No,No,Second-Hand Dwelling house /Apartment
2081,22/02/2022,"93 THE STILES ROAD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€940,000.00",No,No,Second-Hand Dwelling house /Apartment
2082,22/02/2022,"Block 3, Griffith Wood, Griffith Avenue",Dublin 9,Dublin,"€30,566,192.72",No,No,New Dwelling house /Apartment
2083,22/02/2022,"NEWTOWN, GARRISTOWN, COUNTY DUBLIN",,Dublin,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment
2084,22/02/2022,"TEACH ADHMAID, OLD ROAD, RUSH",,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment
2085,23/02/2022,"1 Loughcommon Court, Station Road, Lusk",,Dublin,"€392,070.00",No,Yes,New Dwelling house /Apartment
2086,23/02/2022,"107 BUNTING RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment
2087,23/02/2022,"12 Clonrath Row, Lusk",,Dublin,"€387,665.00",No,Yes,New Dwelling house /Apartment
2088,23/02/2022,"12 HALLWELL GROVE, HALLWELL, ADAMSTOWN",,Dublin,"€269,510.13",No,Yes,New Dwelling house /Apartment
2089,23/02/2022,"12 HALLWELL PARK, HALLWELL, ADAMSTOWN",,Dublin,"€273,826.62",No,Yes,New Dwelling house /Apartment
