,Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property
5719,31/03/2022,"COOLEREGAN, MITCHELSTOWN, CO CORK",,Cork,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment
5720,31/03/2022,"HANORA'S COTTAGE, WOODPOINT ROAD, COURTMACSHERRY",,Cork,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment
5721,31/03/2022,"HILLSIDE SLIEVEREAGH, BALLYVOURNEY, CORK",,Cork,"€188,000.00",No,No,Second-Hand Dwelling house /Apartment
5722,31/03/2022,"JAMES ST, MITCHELSTOWN, CORK",,Cork,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment
5723,31/03/2022,"THE LOUGH RD, BALLINDANGAN, MITCHELSTOWN",,Cork,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment
5724,31/03/2022,"THE PARK HOUSE, CHARLEVILLE, COUNTY CORK",,Cork,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment
5725,31/03/2022,"YOUGHALS, CLONAKILTY, CORK",,Cork,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment
5726,01/04/2022,"1 HAZEL HOUSE, GARRANE DARRA, WILTON",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment
5727,01/04/2022,"12 BIRCHWOOD CLOSE, ONSLOW GARDENS, COMMONS RD",,Cork,"€307,000.00",No,No,Second-Hand Dwelling house /Apartment
5728,01/04/2022,"16 The Court, Lus an Ime, Cloyne",,Cork,"€229,075.00",No,Yes,New Dwelling house /Apartment
5729,01/04/2022,"19 Coolkellure Lane, Coolkellure, Lehanaghmore",,Cork,"€294,056.00",No,Yes,New Dwelling house /Apartment
5730,01/04/2022,"19 Garran Ferney, FERNEY ROAD, CARRIGLINE",,Cork,"€307,709.00",No,Yes,New Dwelling house /Apartment
5731,01/04/2022,"2 COACH RD, KILWORTH, CORK",,Cork,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment
5732,01/04/2022,"27 HIBERNIAN BUILDINGS, ALBERT RD, CORK",,Cork,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment
5733,01/04/2022,"28  Ryecourt Woods, Cloughduv",,Cork,"€242,290.00",No,Yes,New Dwelling house /Apartment
5734,01/04/2022,"3 BARRACK ROAD, GOLEEN, SKIBBEREEN",,Cork,"€522,500.00",No,No,Second-Hand Dwelling house /Apartment
5735,01/04/2022,"3 CARRIGDHOUN, WATERPARK, CARRIGALINE",,Cork,"€243,000.00",No,No,Second-Hand Dwelling house /Apartment
5736,01/04/2022,"31 TRACTON PLACE, MIDDLE GLANMIRE RD, MONTENOTTE",,Cork,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment
5737,01/04/2022,"4 ASHLEY GARDENS, KNOCKANEMORE, OVENS",,Cork,"€585,000.00",No,No,Second-Hand Dwelling house /Apartment
5738,01/04/2022,"4 CEDAR AVE, CLUAIN ARD, COBH",,Cork,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment
5739,01/04/2022,"40 THE COURT, COMPASS QUAY, KINSALE",,Cork,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment
5740,01/04/2022,"51 ST FINBARRS RD, CORK CITY, CORK",,Cork,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment
5741,01/04/2022,"69 FRIARS WALK, CORK CITY, CO CORK",,Cork,"€282,000.00",No,No,Second-Hand Dwelling house /Apartment
5742,01/04/2022,"9 CUAN DOR HAVEN, GLANDORE, CORK",,Cork,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment
5743,01/04/2022,"APT 10, WOODFIELD HALL, STATION RD",,Cork,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment
5744,01/04/2022,"APT 27, THE RIVER BANK, NORTH MAIN ST",,Cork,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment
5745,01/04/2022,"COOLIERAGH, GLENGARRIFF, CO CORK",,Cork,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment
5746,01/04/2022,"GLENTANE, BALLYNOE, MALLOW",,Cork,"€362,000.00",No,No,Second-Hand Dwelling house /Apartment
5747,01/04/2022,"GURTEEN, DUNGOURNEY, CO. CORK",,Cork,"€221,000.00",No,No,Second-Hand Dwelling house /Apartment
5748,01/04/2022,"No 16 The Cotton Mills, Old Chapel, Bandon",,Cork,"€255,507.00",No,Yes,New Dwelling house /Apartment
5749,01/04/2022,"THE EAVES, COAST RD, KILMACHELWEST",,Cork,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment
5750,01/04/2022,"WESTGREEN, DUNMANWAY, CO CORK",,Cork,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment
5751,04/04/2022,"1 PARK TERRACE, COBH, CORK",,Cork,"€298,000.00",No,No,Second-Hand Dwelling house /Apartment
5752,04/04/2022,"17 Carraig Tur, 17 Carraig Tur, Model Farm Road",,Cork,"€312,775.00",No,Yes,New Dwelling house /Apartment
5753,04/04/2022,"3 Mondaniel, Rathcormac",,Cork,"€436,123.35",No,Yes,New Dwelling house /Apartment
5754,04/04/2022,"30 ROMAN ST, SHANDON, CO CORK",,Cork,"€900,000.00",No,No,Second-Hand Dwelling house /Apartment
5755,04/04/2022,"32 CARLTON VILLAGE, YOUGHAL, CORK",,Cork,"€169,000.00",No,No,Second-Hand Dwelling house /Apartment
5756,04/04/2022,"33 The Mews, Elmbury, Carrigane",,Cork,"€258,550.00",No,Yes,New Dwelling house /Apartment
5757,04/04/2022,"34 The Mews, Elmbury, Carriganne",,Cork,"€273,127.00",No,Yes,New Dwelling house /Apartment
5758,04/04/2022,"35 MARDYKE WALK, CORK CITY, CORK",,Cork,"€840,000.00",No,No,Second-Hand Dwelling house /Apartment
5759,04/04/2022,"4 ST ANTHONYS VILLAS, OLD YOUGHAL RD, CORK",,Cork,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment
5760,04/04/2022,"49 GLASSLYN, BANDON, CORK",,Cork,"€299,000.00",No,No,Second-Hand Dwelling house /Apartment
5761,04/04/2022,"5 Carraig Túr, Model Farm Road, Cork",,Cork,"€308,370.04",No,Yes,New Dwelling house /Apartment
5762,04/04/2022,"60 TIVOLI WOODS, TIVOLI, CORK",,Cork,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment
5763,04/04/2022,"AHAMONISTER, TIMOLEAGUE, CO CORK",,Cork,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment
5764,04/04/2022,"BAWNARD WEST, MIDLETON, CO.CORK",,Cork,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment
5765,04/04/2022,"No.14 Gort Alainn, Aghabullogue",,Cork,"€321,586.00",No,Yes,New Dwelling house /Apartment
5766,04/04/2022,"THE LAURELS, POULADUFF RD, CORK",,Cork,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment
5767,05/04/2022,"1 COIS NA CURRA, LISGOOLD, CO CORK",,Cork,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment
5768,05/04/2022,"12 The Cotton Mills, Old Chapel, Bandon",,Cork,"€255,506.61",No,Yes,New Dwelling house /Apartment
5769,05/04/2022,"15 COOLAMBER CLOSE, COBH, CORK",,Cork,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment
5770,05/04/2022,"22 ST JOSEPH'S PARK, THE LOUGH, CORK",,Cork,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment
5771,05/04/2022,"25 PEARCE PLACE, BALLYPHEHANE, CORK",,Cork,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment
5772,05/04/2022,"32 TIM DALY TERRACE, MIDLETON, CORK",,Cork,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment
5773,05/04/2022,"37 RIVERSFIELD ESTATE, O DWYERS ROAD, MIDLETON",,Cork,"€240,000.00",No,Yes,New Dwelling house /Apartment
5774,05/04/2022,"4 WOODVIEW, SALEEN, CLOYNE",,Cork,"€243,000.00",No,No,Second-Hand Dwelling house /Apartment
5775,05/04/2022,"5 ST MARYS TERRACE, ROCKENHAM, PASSAGE WEST",,Cork,"€130,000.00",Yes,No,Second-Hand Dwelling house /Apartment
5776,05/04/2022,"8 Cluain na Laoi, Dripsey",,Cork,"€378,855.63",No,Yes,New Dwelling house /Apartment
5777,05/04/2022,"APT 2, 387 BLARNEY ST, CORK CITY",,Cork,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment
5778,05/04/2022,"KILLEA, YOUGHAL, COUNTY CORK",,Cork,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment
5779,05/04/2022,"LACKTIFY, CLONDROHID, MACROOM",,Cork,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment
5780,05/04/2022,"OLD CORK ROAD, MALLOW, CO CORK",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment
5781,06/04/2022,"1 GLEANN CHUILLE, KILCULLY, CO CORK",,Cork,"€1,298,000.00",No,No,Second-Hand Dwelling house /Apartment
5782,06/04/2022,"1 PAIRC NA DEIREACHTA, MASSYTOWN, MACROOM",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment
5783,06/04/2022,"17 Castle Rivers, Conna",,Cork,"€277,354.00",No,Yes,New Dwelling house /Apartment
5784,06/04/2022,"208 ARDBRAE, BRIDEHOLM, COMMONS RD",,Cork,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment
5785,06/04/2022,"21 Coolkellure Lane, Coolkellure, Lehehaghmore",,Cork,"€431,674.09",No,Yes,New Dwelling house /Apartment
5786,06/04/2022,"23 MAURICE MOORE PLACE, COBH, CO CORK",,Cork,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment
5787,06/04/2022,"28 THE AVENUE, GARRANE DARRA, CORK",,Cork,"€133,783.58",Yes,No,Second-Hand Dwelling house /Apartment
5788,06/04/2022,"3 CHARLESTON WHARF, BAILICK RD, MIDLETON",,Cork,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment
5789,06/04/2022,"3 GLEBE MANOR, WHITEGATE, COUNTY CORK",,Cork,"€199,500.00",No,No,Second-Hand Dwelling house /Apartment
5790,06/04/2022,"43 FERNWAY, CLASSES LAKE, OVENS",,Cork,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment
5791,06/04/2022,"44 THE AVENUE, GARRANNEDARRA, WILTON",,Cork,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment
5792,06/04/2022,"5 CORDILINES, OLD CORK ROAD, MALLOW",,Cork,"€229,000.00",No,No,Second-Hand Dwelling house /Apartment
5793,06/04/2022,"70 NA BANTA, LADYSBRIDGE, CORK",,Cork,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment
5794,06/04/2022,"9 Elm Crest, Castleheights, Kilmoney Road",,Cork,"€277,533.00",No,Yes,New Dwelling house /Apartment
5795,06/04/2022,"CAHERALTON, CASTLEMARTYR, CORK",,Cork,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment
5796,06/04/2022,"THE TREEHOUSE, RAMSEY HILL, COURTMACSHERRY",,Cork,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment
5797,07/04/2022,"1 UPPER BRIDGE STREET, SKIBBEREEN, CO CORK",,Cork,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment
5798,07/04/2022,"16 O'DONOVAN PLACE, COBH, CO CORK",,Cork,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment
5799,07/04/2022,"17A FRIAT STREET, CORK CITY",,Cork,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment
5800,07/04/2022,"27 HIGHBURY WATERPARK, CARRIGALINE, WATERPARK",,Cork,"€298,000.00",No,No,Second-Hand Dwelling house /Apartment
5801,07/04/2022,"35 HILLVIEW DR, ONSLOW GARDENS, COMMONS RD",,Cork,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment
5802,07/04/2022,"4 ARDCAHON WAY, COOLKELLURE, LEHENAGHMORE  CORK",,Cork,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment
5803,07/04/2022,"7 SANDLIGHTER COURT, CLONAKILTY, CORK",,Cork,"€127,500.00",No,No,Second-Hand Dwelling house /Apartment
5804,07/04/2022,"CHERRY LODGE, WOODPOINT, COURTMACSHERRY",,Cork,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment
5805,07/04/2022,"Dromahoe, Dromagh, Mallow",,Cork,"€286,000.00",No,Yes,New Dwelling house /Apartment
5806,07/04/2022,"NO 2, NEW CATHERINE STREET, YOUGHAL",,Cork,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment
5807,08/04/2022,"1 WHITE CITY, GURRANE, FERMOY",,Cork,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment
5808,08/04/2022,"108 EAGLE VALLEY, WILTON, CORK",,Cork,"€302,000.00",No,No,Second-Hand Dwelling house /Apartment
5809,08/04/2022,"14 CARRAIG TUR, MODEL FARM ROAD, CORK",,Cork,"€334,801.76",No,Yes,New Dwelling house /Apartment
5810,08/04/2022,"15 HAZEL CLOSE, GLEANN FIA, TOWER",,Cork,"€312,775.32",No,Yes,New Dwelling house /Apartment
5811,08/04/2022,"16 THE COPPINS, HERONS WOOD, CARRIGALINE",,Cork,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment
5812,08/04/2022,"18 Cotton Mills, Old Chapel, Bandon",,Cork,"€239,207.04",No,Yes,New Dwelling house /Apartment
5813,08/04/2022,"19 SIDDONS COURT, LOWER AGHADA, MIDLETON",,Cork,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment
5814,08/04/2022,"3 FIERNA VIEW, NEWTOWNSHANDRUM, CORK",,Cork,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment
5815,08/04/2022,"30 BEECHTREE AVE, ARD SIONNACH, SHANAKIEL",,Cork,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment
5816,08/04/2022,"37 MILLBROOK COURT, MIDLETON, CORK",,Cork,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment
5817,08/04/2022,"5 SPRUCE GROVE, COURTMACSHERRY, BANDON",,Cork,"€485,000.00",No,No,Second-Hand Dwelling house /Apartment
5818,08/04/2022,"78 GT WM O BRIEN ST, BLACKPOOL, CORK",,Cork,"€222,000.00",No,No,Second-Hand Dwelling house /Apartment
5819,08/04/2022,"9 MARINA PARK, VICTORIA RD, CORK",,Cork,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment
5820,08/04/2022,"90 Butlers View, Ballinglanna, Glanmire",,Cork,"€235,682.00",No,Yes,New Dwelling house /Apartment
5821,08/04/2022,"HILLCREST, EARLWOOD ESTATE, TOGHER RD",,Cork,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment
5822,11/04/2022,"11 BOTANIC RD, CORK, CORK",,Cork,"€286,000.00",No,No,Second-Hand Dwelling house /Apartment
5823,11/04/2022,"32 BARRETTS TERRACE, GURRANABRAHER, CORK",,Cork,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment
5824,11/04/2022,"50 PALMBURY, TOGHER, CORK",,Cork,"€221,000.00",No,No,Second-Hand Dwelling house /Apartment
5825,11/04/2022,"58 COIS COILTE, KILWORTH, CORK",,Cork,"€257,500.00",No,No,Second-Hand Dwelling house /Apartment
5826,11/04/2022,"DONERAILE, CORRAN, WATERFALL",,Cork,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment
5827,11/04/2022,"GLENAMUCKLA WEST, NEWMARKET, CORK",,Cork,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment
5828,11/04/2022,"JOREEAN, LEHENAGH BEG, POULADUFF ROAD",,Cork,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment
5829,12/04/2022,"13 THE MANOR, CLONDULANE, FERMOY",,Cork,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment
5830,12/04/2022,"230 CONNOLLY ROAD, BALLYPHEHANE, CORK",,Cork,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment
5831,12/04/2022,"27 IVY COURT, BROOMFIELD, MIDLETON",,Cork,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment
5832,12/04/2022,"37 TRAMORE LAWN, DOUGLAS RD, CORK",,Cork,"€799,000.00",No,No,Second-Hand Dwelling house /Apartment
5833,12/04/2022,"51 THE BRAMBLES, PEMBROKE WOODS, PASSAGE WEST",,Cork,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment
5834,12/04/2022,"62 HOLLYVILLE MEWS, GRANGE, DOUGLAS",,Cork,"€278,000.00",No,No,Second-Hand Dwelling house /Apartment
5835,12/04/2022,"64 THE COTSWOLDS, MIDLETON, CO CORK",,Cork,"€275,000.00",Yes,No,Second-Hand Dwelling house /Apartment
5836,12/04/2022,"COCKHILL, MILLSTREET, CORK",,Cork,"€20,000.00",Yes,No,Second-Hand Dwelling house /Apartment
5837,12/04/2022,"GLENAMUCKLAGH WEST, NEWMARKET, CO CORK",,Cork,"€77,000.00",No,No,Second-Hand Dwelling house /Apartment
5838,12/04/2022,"MARYBROOK, KANTURK, CORK",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment
5839,13/04/2022,"1 ELSM CREST, CASTLEHEIGHTS, KILMONEY ROAD",,Cork,"€376,275.00",No,Yes,New Dwelling house /Apartment
5840,13/04/2022,"1 PANORAMA TERRACE LOWER, SUNDAYS WELL RD, SUNDAYS WELL",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment
5841,13/04/2022,"10 OLD CLIFFE, SKEHARD RD, BLACKROCK",,Cork,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment
5842,13/04/2022,"14 NICHOLAS CHURCH PLACE, COVE ST, CORK",,Cork,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment
5843,13/04/2022,"40 CLASHDUV EST, GLASHEEN RD, CORK",,Cork,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment
5844,13/04/2022,"7 The Cotton Mills, Old Chapel, Bandon",,Cork,"€330,000.00",No,Yes,New Dwelling house /Apartment
5845,14/04/2022,"163 DRAKES POINT, CROSSHAVEN, CO. CORK",,Cork,"€235,280.00",No,Yes,New Dwelling house /Apartment
5846,14/04/2022,"2 Cluain Álainn, Páirc An Aonaigh, Mogeely",,Cork,"€303,964.00",No,Yes,New Dwelling house /Apartment
5847,14/04/2022,"3 THE CLOISTERS, MONASTERY LAWN, KINSALE",,Cork,"€850,000.00",No,No,Second-Hand Dwelling house /Apartment
5848,14/04/2022,"UMERABOY WEST, KNOCKNAGREE, MALLOW",,Cork,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment
5849,04/01/2022,"31 SYCAMORE DRIVE, HIGHFIELD PARK, GALWAY",,Galway,"€162,500.00",Yes,No,Second-Hand Dwelling house /Apartment
5850,04/01/2022,"36 PINE GROVE, MOYCULLEN, GALWAY",,Galway,"€326,100.00",No,No,Second-Hand Dwelling house /Apartment
5851,05/01/2022,"49 RIVERCREST, TUAM, CO GALWAY",,Galway,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment
5852,05/01/2022,"5 CENTREPOINT, LIOSBAUN BUSINESS PARK, TUAM RD",,Galway,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment
5853,05/01/2022,"AISLING, RINNEROON, OUGHTERARD",,Galway,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment
5854,05/01/2022,"FLAT 2, ST BRENDANS STREET, PORTUMNA",,Galway,"€107,250.00",No,No,Second-Hand Dwelling house /Apartment
5855,05/01/2022,"SWALLOW LODGE, CASTLEFFRENCH, BALLINAMORE BRIDGE",,Galway,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment
5856,06/01/2022,"20 GLEANN NA TRA, SANDY RD, GALWAY",,Galway,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment
5857,06/01/2022,"CAHERLAVINE, LOUGHREA, CO GALWAY",,Galway,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment
5858,07/01/2022,"16 ROCKMOUNT RD, HIGHFIELD PARK, GALWAY",,Galway,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment
5859,07/01/2022,"25 FANA BURCA, KNOCKNACARRA, GALWAY",,Galway,"€141,000.00",Yes,No,Second-Hand Dwelling house /Apartment
5860,07/01/2022,"343 BOIREANN BHEAG, ROSCAM, GALWAY",,Galway,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment
5861,07/01/2022,"MAIN STREET, WOODFORD, COUNTY GALWAY",,Galway,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment
5862,07/01/2022,"STRIPE NORTH, MILTOWN, COUNTY GALWAY",,Galway,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment
5863,10/01/2022,"1 GRANGEMORE, RAHOON, GALWAY",,Galway,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment
5864,11/01/2022,"112 AN FIODAN, DOUGHISKA, GALWAY",,Galway,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment
5865,11/01/2022,"26 An Maolán, Forramoyle East, Barna",,Galway,"€433,370.00",No,Yes,New Dwelling house /Apartment
5866,11/01/2022,"50A RIVERGROVE, ORANMORE, COUNTY GALWAY",,Galway,"€189,000.00",No,No,Second-Hand Dwelling house /Apartment
5867,11/01/2022,"8 BRACKERNAGH, BALLINASLOE, GALWAY",,Galway,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment
5868,11/01/2022,"Ard na Gaoithe, Mountpleasant, Loughrea",,Galway,"€248,590.00",No,Yes,New Dwelling house /Apartment
5869,11/01/2022,"ASHVIEW, POULNABANNY, ATHENRY",,Galway,"€276,000.00",No,No,Second-Hand Dwelling house /Apartment
5870,11/01/2022,"THE ROOKERY, KILLEENEEN, CRAUGHWELL",,Galway,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment
5871,12/01/2022,"11 ARUS GUIRE, FORSTER ST, GALWAY",,Galway,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment
5872,12/01/2022,"19 CRESCENT COURT, FATHER GRIFFIN RD, GALWAY",,Galway,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment
5873,12/01/2022,"25 RIVERCREST, DUBLIN ROAD, TUAM",,Galway,"€111,000.00",No,No,Second-Hand Dwelling house /Apartment
5874,12/01/2022,"44 SLI GHEAL, BALLYMONEEN RD, KNOCKNACARRA",,Galway,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment
5875,12/01/2022,"ganty, craughwell",,Galway,"€201,000.00",No,Yes,New Dwelling house /Apartment
5876,12/01/2022,"LARAGH, ATTYMON, ATHENRY",,Galway,"€254,000.00",No,No,Second-Hand Dwelling house /Apartment
5877,12/01/2022,"RAFARN, NEWTOWNDALY, LOUGHREA",,Galway,"€272,500.00",No,No,Second-Hand Dwelling house /Apartment
5878,12/01/2022,"RUSHLAKE, WOODLAWN, BALLINASLOE",,Galway,"€216,500.00",No,No,Second-Hand Dwelling house /Apartment
5879,12/01/2022,"SHANTALLOW, BALLYGLUNIN, TUAM",,Galway,"€282,000.00",No,No,Second-Hand Dwelling house /Apartment
5880,13/01/2022,"101 EALLAGH, HEADFORD, GALWAY",,Galway,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment
5881,13/01/2022,"119 LURGAN PARK, RENMORE, GALWAY",,Galway,"€60,000.00",Yes,No,Second-Hand Dwelling house /Apartment
5882,13/01/2022,"CLOGERBOY, TUAM, COUNTY GALWAY",,Galway,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment
5883,13/01/2022,"LEHURICK, GLENAMADDY, COUNTY GALWAY",,Galway,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment
5884,14/01/2022,"11 LADYSWELL, LOUTH ATALIA RD, GALWAY",,Galway,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment
5885,14/01/2022,"149 LIOS AN UISCE, MERLIN PARK, GALWAY",,Galway,"€212,000.00",No,No,Second-Hand Dwelling house /Apartment
5886,14/01/2022,"30 MILLBROOK, MILLTOWN, CO GALWAY",,Galway,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment
5887,14/01/2022,"4 OCEAN DR, ORANMORE, GALWAY",,Galway,"€735,000.00",No,No,Second-Hand Dwelling house /Apartment
5888,14/01/2022,"86 RIAN LUACHRA, CASTLEPARK RD, BALLYBANE",,Galway,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment
5889,14/01/2022,"BOTHAR BUI, CARRAROE, CO GALWAY",,Galway,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment
5890,14/01/2022,"COOLOLLA, AUGHRIM, BALLINASLOE",,Galway,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment
5891,17/01/2022,"11 BEECHWOOD CLOSE, LOUGHREA, GALWAY",,Galway,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment
5892,17/01/2022,"30 FRIARS WALK, DUNMORE, GALWAY",,Galway,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment
5893,17/01/2022,"39 GRATTAN PARK, SALTHILL, GALWAY",,Galway,"€740,000.00",No,No,Second-Hand Dwelling house /Apartment
5894,17/01/2022,"6 GORT AND DUIN, ORANHILL, ORANMORE",,Galway,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment
5895,17/01/2022,"APT 1 FLOOR 4, ST AUGUSTINE COURT, ST AUGUSTINE ST",,Galway,"€60,000.00",Yes,No,Second-Hand Dwelling house /Apartment
5896,17/01/2022,"CAHERKELLY, LABANE, ARDRAHAN",,Galway,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment
5897,17/01/2022,"KILLEANY, INIS MOR, ARAN ISLANDS",,Galway,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment
5898,17/01/2022,"MOURNEEN, CLEGGAN, CONNEMARA",,Galway,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment
5899,18/01/2022,"13 RADHARC NA COILLE, ST JOSEPHS ROAD, PORTUMNA",,Galway,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment
5900,18/01/2022,"2 SHEEAUN PARK, ATHENRY, COUNTY GALWAY",,Galway,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment
5901,18/01/2022,"3 CORRIB HOUSE, WILLOW PARK, GALWAY",,Galway,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment
5902,18/01/2022,"KILGEVRIN, TUAM, GALWAY",,Galway,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment
5903,18/01/2022,"KILLAGUILE, ROSSCAHILL, GALWAY",,Galway,"€434,000.00",No,No,Second-Hand Dwelling house /Apartment
5904,18/01/2022,"MAIN STREET, CLIFDEN, CO. GALWAY",,Galway,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment
5905,18/01/2022,"ROSS, MOYARD, GALWAY",,Galway,"€412,000.00",No,No,Second-Hand Dwelling house /Apartment
5906,19/01/2022,"19 RIVERGROVE, ORANMORE, GALWAY",,Galway,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment
5907,19/01/2022,"31 FORSTER ST, GALWAY, GALWAY",,Galway,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment
5908,19/01/2022,"60 ARDILAUN RD, NEWCASTLE, GALWAY",,Galway,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment
5909,19/01/2022,"61 DROIM CHAOIN, BISHOP ODONNELL RD, GALWAY",,Galway,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment
5910,19/01/2022,"7 MOYOLA PARK, NEWCASTLE, GALWAY",,Galway,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment
5911,19/01/2022,"CLOONKEEN, ATHENRY, GALWAY",,Galway,"€293,000.00",No,No,Second-Hand Dwelling house /Apartment
5912,19/01/2022,"GLENARDEEN, TAYLORS HILL RD, GALWAY",,Galway,"€1,400,000.00",No,No,Second-Hand Dwelling house /Apartment
